CustomerKey,RentalKey,FilmKey,DateKey,Category,Rating,Amount,StoreID,DayOfWeek,WeekOfYear,Month
490,12011,845,13458,Foreign,NC-17,4.99,2,7,33,8
307,12273,845,13720,Foreign,NC-17,5.99,1,7,33,8
353,12678,845,14125,Foreign,NC-17,4.99,1,1,33,8
215,12895,845,14342,Foreign,NC-17,4.99,1,1,33,8
192,13923,845,15370,Foreign,NC-17,4.99,2,2,34,8
33,878,359,2158,Classics,R,0.99,2,6,24,6
378,1994,359,3440,Classics,R,4.99,1,3,25,6
501,3107,359,4558,Classics,R,0.99,2,6,27,7
392,3303,359,4750,Classics,R,0.99,1,6,27,7
228,3596,359,5043,Classics,R,3.99,1,7,27,7
516,3766,359,5213,Classics,R,0.99,2,7,27,7
41,5052,359,6499,Classics,R,0.99,1,3,28,7
465,5150,359,6597,Classics,R,3.99,1,3,28,7
276,6102,359,7549,Classics,R,2.99,2,4,30,7
213,6549,359,7996,Classics,R,4.99,2,5,30,7
94,6782,359,8229,Classics,R,0.99,1,6,30,7
571,7849,359,9296,Classics,R,1.99,1,7,30,7
212,8501,359,9948,Classics,R,0.99,2,1,30,7
208,8782,359,10229,Classics,R,3.99,1,2,31,8
243,9568,359,11015,Classics,R,0.99,2,3,31,8
380,10005,359,11452,Classics,R,3.99,1,3,31,8
67,10485,359,11932,Classics,R,0.99,1,4,33,8
296,10932,359,12379,Classics,R,0.99,1,5,33,8
286,10993,359,12440,Classics,R,0.99,1,5,33,8
381,11185,359,12632,Classics,R,3.99,2,5,33,8
14,12005,359,13452,Classics,R,0.99,2,7,33,8
564,12250,359,13697,Classics,R,0.99,2,7,33,8
397,12626,359,14073,Classics,R,3.99,1,7,33,8
225,13773,359,15220,Classics,R,0.99,2,2,34,8
134,1621,367,3003,Drama,G,0.99,1,2,25,6
225,1859,367,3279,Drama,G,4.99,1,3,25,6
174,2263,367,3714,Drama,G,0.99,1,4,27,7
316,2567,367,4018,Drama,G,2.99,1,5,27,7
453,3727,367,5174,Drama,G,1.99,1,7,27,7
268,4620,367,6067,Drama,G,0.99,2,2,28,7
241,5020,367,6467,Drama,G,0.99,2,3,28,7
462,6713,367,8160,Drama,G,0.99,1,5,30,7
175,7303,367,8750,Drama,G,4.99,2,6,30,7
470,7340,367,8787,Drama,G,0.99,1,6,30,7
66,7842,367,9289,Drama,G,3.99,1,7,30,7
4,7991,367,9438,Drama,G,3.99,1,7,30,7
378,8009,367,9456,Drama,G,3.99,2,7,30,7
417,8902,367,10349,Drama,G,2.99,2,2,31,8
291,10145,367,11592,Drama,G,6.99,1,4,33,8
489,10324,367,11771,Drama,G,3.99,2,4,33,8
208,10657,367,12104,Drama,G,6.99,1,4,33,8
187,12401,367,13848,Drama,G,3.99,2,7,33,8
273,12451,367,13898,Drama,G,2.99,1,7,33,8
65,12519,367,13966,Drama,G,0.99,2,7,33,8
185,13349,367,14796,Drama,G,5.99,1,2,34,8
466,808,843,2077,Classics,NC-17,4.99,2,6,24,6
496,1217,843,2546,Classics,NC-17,7.99,2,1,24,6
80,1694,843,3093,Classics,NC-17,4.99,1,2,25,6
420,2240,843,3691,Classics,NC-17,4.99,1,4,27,7
483,3884,843,5331,Classics,NC-17,4.99,2,7,27,7
385,4158,843,5605,Classics,NC-17,4.99,2,1,27,7
431,4429,843,5876,Classics,NC-17,6.99,1,1,27,7
367,5083,843,6530,Classics,NC-17,6.99,2,3,28,7
369,6120,843,7567,Classics,NC-17,4.99,1,4,30,7
378,7465,843,8912,Classics,NC-17,4.99,2,7,30,7
496,9191,843,10638,Classics,NC-17,5.99,2,2,31,8
182,9321,843,10768,Classics,NC-17,6.99,2,2,31,8
183,9603,843,11050,Classics,NC-17,4.99,1,3,31,8
585,9833,843,11280,Classics,NC-17,9.99,1,3,31,8
408,9930,843,11377,Classics,NC-17,5.99,1,3,31,8
587,10713,843,12160,Classics,NC-17,4.99,1,5,33,8
541,10855,843,12302,Classics,NC-17,4.99,2,5,33,8
37,13195,843,14642,Classics,NC-17,9.99,2,1,33,8
343,13231,843,14678,Classics,NC-17,8.99,1,1,33,8
93,13546,843,14993,Classics,NC-17,4.99,2,2,34,8
137,13987,843,15434,Classics,NC-17,4.99,1,3,34,8
596,14446,843,15893,Classics,NC-17,6.99,1,3,34,8
123,244,855,1440,Horror,R,7.99,2,4,24,6
4,336,855,1544,Horror,R,8.99,2,5,24,6
112,2509,855,3960,Horror,R,9.99,2,4,27,7
391,2568,855,4019,Horror,R,4.99,2,5,27,7
8,3991,855,5438,Horror,R,8.99,2,7,27,7
168,4819,855,6266,Horror,R,4.99,2,2,28,7
480,5609,855,7056,Horror,R,7.99,2,4,30,7
294,6156,855,7603,Horror,R,4.99,2,5,30,7
514,7232,855,8679,Horror,R,9.99,2,6,30,7
348,8130,855,9577,Horror,R,4.99,2,1,30,7
267,12105,855,13552,Horror,R,6.99,2,7,33,8
22,12248,855,13695,Horror,R,9.99,2,7,33,8
514,13423,855,14870,Horror,R,4.99,2,2,34,8
505,14270,855,15717,Horror,R,8.99,2,3,34,8
581,826,462,2099,Music,NC-17,2.99,2,6,24,6
432,1403,462,2758,Music,NC-17,2.99,1,1,24,6
351,1678,462,3076,Music,NC-17,2.99,1,2,25,6
43,2937,462,4388,Music,NC-17,2.99,1,5,27,7
461,4032,462,5479,Music,NC-17,3.99,2,7,27,7
377,4225,462,5672,Music,NC-17,4.99,1,1,27,7
563,4876,462,6323,Music,NC-17,2.99,2,2,28,7
37,6468,462,7915,Music,NC-17,6.99,2,5,30,7
37,6940,462,8387,Music,NC-17,2.99,1,6,30,7
508,7525,462,8972,Music,NC-17,2.99,1,7,30,7
268,8355,462,9802,Music,NC-17,2.99,2,1,30,7
132,8727,462,10174,Music,NC-17,2.99,2,1,30,7
297,10559,462,12006,Music,NC-17,2.99,1,3,7,2
449,10995,462,12442,Music,NC-17,2.99,2,5,33,8
168,12373,462,13820,Music,NC-17,6.99,1,7,33,8
533,12566,462,14013,Music,NC-17,2.99,2,3,7,2
551,13181,462,14628,Music,NC-17,2.99,2,1,33,8
5,775,550,2041,Children,PG,0.99,2,6,24,6
520,3110,550,4561,Children,PG,0.99,2,6,27,7
456,5278,550,6725,Children,PG,4.99,2,3,28,7
41,6719,550,8166,Children,PG,3.99,2,5,30,7
550,8688,550,10135,Children,PG,4.99,2,1,30,7
551,12968,550,14415,Children,PG,0.99,2,1,33,8
477,13961,550,15408,Children,PG,0.99,2,2,34,8
34,126,325,1299,Comedy,PG-13,10.99,2,4,24,6
245,379,325,1593,Comedy,PG-13,5.99,1,5,24,6
113,594,325,1833,Comedy,PG-13,4.99,1,5,24,6
169,2854,325,4305,Comedy,PG-13,5.99,1,5,27,7
134,3052,325,4503,Comedy,PG-13,6.99,2,6,27,7
226,3617,325,5064,Comedy,PG-13,4.99,1,7,27,7
343,5336,325,6783,Comedy,PG-13,7.99,1,3,28,7
537,6805,325,8252,Comedy,PG-13,4.99,2,6,30,7
460,7106,325,8553,Comedy,PG-13,10.99,1,6,30,7
296,7389,325,8836,Comedy,PG-13,9.99,2,6,30,7
334,7887,325,9334,Comedy,PG-13,10.99,1,7,30,7
549,7993,325,9440,Comedy,PG-13,7.99,1,7,30,7
36,10605,325,12052,Comedy,PG-13,4.99,1,4,33,8
20,10760,325,12207,Comedy,PG-13,9.99,2,5,33,8
117,13311,325,14758,Comedy,PG-13,11.99,1,1,33,8
341,13926,325,15373,Comedy,PG-13,9.99,2,2,34,8
262,13945,325,15392,Comedy,PG-13,4.99,1,2,34,8
401,666,587,1915,Action,PG,3.99,1,6,24,6
61,1076,587,2391,Action,PG,4.99,1,7,24,6
453,3270,587,4717,Action,PG,0.99,1,6,27,7
173,3370,587,4817,Action,PG,5.99,2,6,27,7
394,5063,587,6510,Action,PG,0.99,2,3,28,7
286,5193,587,6640,Action,PG,0.99,1,3,28,7
187,7421,587,8868,Action,PG,0.99,1,7,30,7
560,7455,587,8902,Action,PG,4.99,1,7,30,7
573,8519,587,9966,Action,PG,5.99,2,1,30,7
96,8994,587,10441,Action,PG,0.99,2,2,31,8
356,9046,587,10493,Action,PG,0.99,2,2,31,8
229,9133,587,10580,Action,PG,4.99,1,2,31,8
427,9785,587,11232,Action,PG,0.99,1,3,31,8
186,9903,587,11350,Action,PG,0.99,2,3,31,8
233,10411,587,11858,Action,PG,0.99,2,4,33,8
317,10740,587,12187,Action,PG,0.99,1,5,33,8
224,12125,587,13572,Action,PG,0.99,1,7,33,8
305,12571,587,14018,Action,PG,0.99,1,7,33,8
316,12654,587,14101,Action,PG,2.99,2,1,33,8
561,12963,587,14410,Action,PG,0.99,1,3,7,2
475,13276,587,14723,Action,PG,0.99,2,1,33,8
385,13511,587,14958,Action,PG,5.99,2,2,34,8
376,211,610,1402,Travel,G,2.99,2,4,24,6
576,510,610,1740,Travel,G,2.99,1,5,24,6
259,511,610,1741,Travel,G,2.99,2,5,24,6
114,1423,610,2780,Travel,G,2.99,2,1,24,6
393,2112,610,3563,Travel,G,2.99,1,4,27,7
275,2693,610,4144,Travel,G,2.99,2,5,27,7
317,2925,610,4376,Travel,G,2.99,1,5,27,7
179,3465,610,4912,Travel,G,2.99,1,6,27,7
299,3716,610,5163,Travel,G,2.99,1,7,27,7
92,4728,610,6175,Travel,G,2.99,2,2,28,7
43,5348,610,6795,Travel,G,2.99,2,3,28,7
436,5484,610,6931,Travel,G,2.99,1,3,30,7
327,5666,610,7113,Travel,G,2.99,1,4,30,7
293,6315,610,7762,Travel,G,4.99,1,5,30,7
90,6552,610,7999,Travel,G,2.99,2,5,30,7
377,6818,610,8265,Travel,G,2.99,2,6,30,7
158,7786,610,9233,Travel,G,2.99,2,7,30,7
9,8177,610,9624,Travel,G,2.99,1,1,30,7
474,9554,610,11001,Travel,G,2.99,2,3,31,8
10,10777,610,12224,Travel,G,2.99,1,5,33,8
151,10884,610,12331,Travel,G,2.99,2,5,33,8
28,11080,610,12527,Travel,G,2.99,1,5,33,8
153,11246,610,12693,Travel,G,2.99,1,5,33,8
237,11913,610,13360,Travel,G,2.99,1,6,33,8
157,12080,610,13527,Travel,G,2.99,2,7,33,8
471,12953,610,14400,Travel,G,4.99,2,1,33,8
449,13975,610,15422,Travel,G,4.99,2,3,34,8
231,1324,678,2672,New,NC-17,0.99,1,1,24,6
63,1899,678,3324,New,NC-17,3.99,2,3,25,6
98,2005,678,3456,New,NC-17,0.99,2,3,25,6
499,2402,678,3853,New,NC-17,2.99,2,4,27,7
257,2728,678,4179,New,NC-17,0.99,2,5,27,7
208,3557,678,5004,New,NC-17,0.99,1,7,27,7
530,4213,678,5660,New,NC-17,0.99,1,1,27,7
37,6196,678,7643,New,NC-17,0.99,1,5,30,7
356,6967,678,8414,New,NC-17,1.99,2,6,30,7
178,9258,678,10705,New,NC-17,0.99,2,2,31,8
275,9338,678,10785,New,NC-17,1.99,2,2,31,8
22,9620,678,11067,New,NC-17,0.99,1,3,31,8
147,9918,678,11365,New,NC-17,0.99,1,3,31,8
438,9965,678,11412,New,NC-17,3.99,2,3,31,8
560,10665,678,12112,New,NC-17,5.98,2,3,7,2
315,10983,678,12430,New,NC-17,0.99,1,5,33,8
500,11136,678,12583,New,NC-17,1.99,2,5,33,8
171,11630,678,13077,New,NC-17,0.99,1,6,33,8
162,13548,678,14995,New,NC-17,0.99,2,2,34,8
12,13668,678,15115,New,NC-17,0.99,2,2,34,8
230,14459,678,15906,New,NC-17,2.99,1,3,34,8
59,901,740,2189,Drama,PG-13,4.99,1,7,24,6
15,4115,740,5562,Drama,PG-13,7.99,1,1,27,7
259,4485,740,5932,Drama,PG-13,9.99,2,1,27,7
236,5016,740,6463,Drama,PG-13,4.99,1,3,28,7
505,6942,740,8389,Drama,PG-13,9.99,1,6,30,7
240,7006,740,8453,Drama,PG-13,6.99,2,6,30,7
323,7653,740,9100,Drama,PG-13,7.99,2,7,30,7
51,8163,740,9610,Drama,PG-13,4.99,2,1,30,7
218,8180,740,9627,Drama,PG-13,6.99,1,1,30,7
33,12284,740,13731,Drama,PG-13,8.99,1,7,33,8
519,12697,740,14144,Drama,PG-13,4.99,2,1,33,8
157,13379,740,14826,Drama,PG-13,4.99,2,2,34,8
163,13880,740,15327,Drama,PG-13,4.99,1,2,34,8
516,73,231,1242,Action,R,4.99,2,4,24,6
186,1138,231,2456,Action,R,4.99,1,7,24,6
348,1898,231,3323,Action,R,7.99,2,3,25,6
127,2048,231,3499,Action,R,5.99,2,4,27,7
66,2786,231,4237,Action,R,4.99,1,5,27,7
134,3231,231,4678,Action,R,6.99,2,6,27,7
259,7224,231,8671,Action,R,4.99,2,6,30,7
152,8438,231,9885,Action,R,4.99,1,1,30,7
46,9577,231,11024,Action,R,4.99,1,3,31,8
572,9669,231,11116,Action,R,4.99,2,3,31,8
585,13152,231,14599,Action,R,4.99,1,3,7,2
514,13837,231,15284,Action,R,6.99,2,2,34,8
498,13910,231,15357,Action,R,5.99,1,2,34,8
479,14271,231,15718,Action,R,4.99,2,3,34,8
565,260,308,1458,Travel,NC-17,4.99,2,4,24,6
571,521,308,1754,Travel,NC-17,4.99,1,5,24,6
431,524,308,1757,Travel,NC-17,6.99,1,5,24,6
473,540,308,1774,Travel,NC-17,6.99,2,5,24,6
48,636,308,1880,Travel,NC-17,4.99,1,6,24,6
493,700,308,1954,Travel,NC-17,4.99,2,6,24,6
105,2558,308,4009,Travel,NC-17,4.99,1,5,27,7
48,2610,308,4061,Travel,NC-17,5.99,1,5,27,7
497,2807,308,4258,Travel,NC-17,4.99,2,5,27,7
330,2961,308,4412,Travel,NC-17,4.99,2,5,27,7
132,3783,308,5230,Travel,NC-17,4.99,1,7,27,7
172,4210,308,5657,Travel,NC-17,5.99,2,1,27,7
386,8252,308,9699,Travel,NC-17,4.99,1,1,30,7
391,8609,308,10056,Travel,NC-17,4.99,1,1,30,7
90,8712,308,10159,Travel,NC-17,4.99,2,1,30,7
89,9604,308,11051,Travel,NC-17,6.99,2,3,31,8
367,9888,308,11335,Travel,NC-17,5.99,2,3,31,8
135,10030,308,11477,Travel,NC-17,4.99,1,3,31,8
66,10663,308,12110,Travel,NC-17,7.99,2,4,33,8
241,11668,308,13115,Travel,NC-17,4.99,1,6,33,8
270,11691,308,13138,Travel,NC-17,5.99,2,6,33,8
426,12637,308,14084,Travel,NC-17,5.99,1,7,33,8
366,13011,308,14458,Travel,NC-17,6.99,2,1,33,8
415,13688,308,15135,Travel,NC-17,6.99,1,2,34,8
117,1491,327,2858,Animation,NC-17,3.99,2,1,24,6
197,1701,327,3101,Animation,NC-17,4.99,2,2,25,6
511,2011,327,3462,Animation,NC-17,5.99,2,3,25,6
383,2026,327,3477,Animation,NC-17,3.99,2,3,27,7
289,3242,327,4689,Animation,NC-17,2.99,2,6,27,7
104,3713,327,5160,Animation,NC-17,4.99,1,7,27,7
246,5344,327,6791,Animation,NC-17,5.99,2,3,28,7
508,6319,327,7766,Animation,NC-17,5.99,1,5,30,7
227,7149,327,8596,Animation,NC-17,2.99,2,6,30,7
503,8938,327,10385,Animation,NC-17,4.99,2,2,31,8
98,9368,327,10815,Animation,NC-17,2.99,2,2,31,8
202,9413,327,10860,Animation,NC-17,3.99,1,3,31,8
16,9855,327,11302,Animation,NC-17,2.99,2,3,31,8
436,10336,327,11783,Animation,NC-17,3.99,2,4,33,8
586,12591,327,14038,Animation,NC-17,2.99,1,7,33,8
265,12791,327,14238,Animation,NC-17,2.99,2,3,7,2
318,13339,327,14786,Animation,NC-17,4.99,2,2,34,8
272,13792,327,15239,Animation,NC-17,2.99,1,2,34,8
70,14095,327,15542,Animation,NC-17,2.99,2,3,34,8
150,1068,539,2380,Classics,G,7.99,2,7,24,6
76,3189,539,4636,Classics,G,5.99,2,6,27,7
169,3503,539,4950,Classics,G,2.99,2,6,27,7
117,6312,539,7759,Classics,G,5.99,2,5,30,7
167,6601,539,8048,Classics,G,5.99,2,5,30,7
360,8722,539,10169,Classics,G,5.99,2,1,30,7
463,11351,539,12798,Classics,G,8.99,2,6,33,8
229,11501,539,12948,Classics,G,2.99,2,6,33,8
14,13093,539,14540,Classics,G,7.99,2,1,33,8
2,1048,766,2360,Drama,PG-13,0.99,1,7,24,6
245,3364,766,4811,Drama,PG-13,4.99,1,6,27,7
396,3686,766,5133,Drama,PG-13,0.99,1,7,27,7
60,3757,766,5204,Drama,PG-13,3.99,1,7,27,7
192,5999,766,7446,Drama,PG-13,3.99,1,4,30,7
92,7422,766,8869,Drama,PG-13,0.99,1,7,30,7
444,8288,766,9735,Drama,PG-13,1.99,1,1,30,7
153,11509,766,12956,Drama,PG-13,1.99,1,6,33,8
233,13075,766,14522,Drama,PG-13,0.99,1,1,33,8
69,13495,766,14942,Drama,PG-13,1.99,1,2,34,8
14,1571,823,2949,Action,R,2.99,1,2,25,6
67,1952,823,3392,Action,R,6.99,2,3,25,6
146,2193,823,3644,Action,R,5.99,2,4,27,7
472,2566,823,4017,Action,R,2.99,1,5,27,7
426,2908,823,4359,Action,R,5.99,1,5,27,7
72,3908,823,5355,Action,R,3.99,2,7,27,7
499,4608,823,6055,Action,R,2.99,1,2,28,7
577,6609,823,8056,Action,R,6.99,2,5,30,7
204,7341,823,8788,Action,R,7.99,2,6,30,7
291,7549,823,8996,Action,R,7.99,2,7,30,7
137,8312,823,9759,Action,R,5.99,1,1,30,7
56,8346,823,9793,Action,R,2.99,1,1,30,7
12,9360,823,10807,Action,R,4.99,2,2,31,8
121,9488,823,10935,Action,R,3.99,1,3,31,8
328,10479,823,11926,Action,R,6.99,2,4,33,8
500,10985,823,12432,Action,R,3.99,1,5,33,8
151,11176,823,12623,Action,R,2.99,1,5,33,8
149,12732,823,14179,Action,R,6.99,1,1,33,8
187,12764,823,14211,Action,R,2.99,2,3,7,2
210,13802,823,15249,Action,R,2.99,2,2,34,8
520,13895,823,15342,Action,R,2.99,2,2,34,8
190,1912,960,3343,Documentary,G,2.99,2,3,25,6
183,2055,960,3506,Documentary,G,2.99,2,4,27,7
454,3909,960,5356,Documentary,G,6.99,2,7,27,7
290,4557,960,6004,Documentary,G,3.99,2,2,28,7
108,6711,960,8158,Documentary,G,4.99,2,5,30,7
29,7450,960,8897,Documentary,G,2.99,2,7,30,7
184,8220,960,9667,Documentary,G,5.99,2,1,30,7
515,11893,960,13340,Documentary,G,3.99,2,6,33,8
148,12569,960,14016,Documentary,G,4.99,2,7,33,8
140,13610,960,15057,Documentary,G,2.99,2,2,34,8
401,176,27,1362,Animation,R,0.99,1,4,24,6
4,495,27,1724,Animation,R,6.99,1,5,24,6
38,610,27,1852,Animation,R,3.99,2,6,24,6
378,1679,27,3077,Animation,R,1.99,2,2,25,6
112,2031,27,3482,Animation,R,1.99,1,3,27,7
426,2907,27,4358,Animation,R,2.99,1,5,27,7
145,3368,27,4815,Animation,R,3.99,1,6,27,7
407,3813,27,5260,Animation,R,0.99,2,7,27,7
237,4095,27,5542,Animation,R,3.99,2,1,27,7
218,5653,27,7100,Animation,R,2.99,2,4,30,7
375,6386,27,7833,Animation,R,0.99,1,5,30,7
101,6470,27,7917,Animation,R,1.99,1,5,30,7
173,7767,27,9214,Animation,R,5.99,2,7,30,7
425,9414,27,10861,Animation,R,2.99,1,3,31,8
133,10362,27,11809,Animation,R,0.99,2,4,33,8
187,10532,27,11979,Animation,R,0.99,2,4,33,8
292,12214,27,13661,Animation,R,5.99,1,7,33,8
232,12574,27,14021,Animation,R,0.99,1,7,33,8
451,417,43,1637,Sci-Fi,G,4.99,1,5,24,6
249,1056,43,2368,Sci-Fi,G,0.99,2,7,24,6
412,2692,43,4143,Sci-Fi,G,0.99,1,5,27,7
86,2997,43,4448,Sci-Fi,G,0.99,2,5,27,7
391,4980,43,6427,Sci-Fi,G,0.99,2,3,28,7
89,5192,43,6639,Sci-Fi,G,1.99,1,3,28,7
592,5722,43,7169,Sci-Fi,G,0.99,2,4,30,7
246,5907,43,7354,Sci-Fi,G,0.99,1,4,30,7
184,5908,43,7355,Sci-Fi,G,0.99,1,4,30,7
149,6205,43,7652,Sci-Fi,G,0.99,2,5,30,7
300,6295,43,7742,Sci-Fi,G,2.99,1,5,30,7
79,6475,43,7922,Sci-Fi,G,3.99,2,5,30,7
226,8686,43,10133,Sci-Fi,G,2.99,2,1,30,7
535,10782,43,12229,Sci-Fi,G,0.99,1,5,33,8
318,11123,43,12570,Sci-Fi,G,0.99,2,3,7,2
341,11457,43,12904,Sci-Fi,G,1.99,1,6,33,8
75,12132,43,13579,Sci-Fi,G,1.99,1,7,33,8
431,12606,43,14053,Sci-Fi,G,5.99,2,7,33,8
38,14451,43,15898,Sci-Fi,G,0.99,2,3,34,8
380,14477,43,15924,Sci-Fi,G,3.99,2,3,34,8
177,118,680,1289,Family,PG,5.99,2,4,24,6
432,968,680,2266,Family,PG,3.99,1,7,24,6
428,3343,680,4790,Family,PG,3.99,2,6,27,7
261,3420,680,4867,Family,PG,2.99,1,6,27,7
220,4759,680,6206,Family,PG,2.99,2,2,28,7
550,5244,680,6691,Family,PG,2.99,1,3,28,7
229,5497,680,6944,Family,PG,2.99,1,3,30,7
424,6631,680,8078,Family,PG,3.99,1,5,30,7
99,7367,680,8814,Family,PG,5.99,2,6,30,7
25,9039,680,10486,Family,PG,2.99,2,2,31,8
188,10393,680,11840,Family,PG,2.99,2,4,33,8
109,11132,680,12579,Family,PG,2.99,2,5,33,8
263,12015,680,13462,Family,PG,2.99,1,7,33,8
391,12140,680,13587,Family,PG,3.99,1,7,33,8
145,1398,720,2753,Sports,PG,4.99,1,1,24,6
94,3680,720,5127,Sports,PG,4.99,1,7,27,7
35,3738,720,5185,Sports,PG,4.99,1,7,27,7
15,7385,720,8832,Sports,PG,4.99,1,6,30,7
13,8256,720,9703,Sports,PG,5.99,1,1,30,7
373,11951,720,13398,Sports,PG,4.99,1,6,33,8
467,14552,720,15999,Sports,PG,7.99,1,3,34,8
243,195,922,1382,Horror,PG-13,4.99,2,4,24,6
13,1172,922,2497,Horror,PG-13,5.99,1,7,24,6
501,2472,922,3923,Horror,PG-13,4.99,1,4,27,7
467,4623,922,6070,Horror,PG-13,6.99,2,2,28,7
558,5291,922,6738,Horror,PG-13,4.99,2,3,28,7
422,6817,922,8264,Horror,PG-13,4.99,1,6,30,7
532,6822,922,8269,Horror,PG-13,5.99,2,6,30,7
369,8381,922,9828,Horror,PG-13,6.99,2,1,30,7
573,8394,922,9841,Horror,PG-13,4.99,1,1,30,7
205,8454,922,9901,Horror,PG-13,4.99,1,1,30,7
305,8540,922,9987,Horror,PG-13,6.99,2,1,30,7
47,8976,922,10423,Horror,PG-13,4.99,2,2,31,8
424,10062,922,11509,Horror,PG-13,4.99,1,3,33,8
490,10255,922,11702,Horror,PG-13,4.99,2,4,33,8
461,11135,922,12582,Horror,PG-13,4.99,2,5,33,8
534,11347,922,12794,Horror,PG-13,4.99,2,6,33,8
335,14203,922,15650,Horror,PG-13,4.99,1,3,34,8
127,14288,922,15735,Horror,PG-13,4.99,2,3,34,8
131,14324,922,15771,Horror,PG-13,4.99,1,3,34,8
237,89,981,1260,Travel,NC-17,0.99,2,4,24,6
511,522,981,1755,Travel,NC-17,0.99,1,5,24,6
579,1706,981,3108,Travel,NC-17,2.99,2,2,25,6
203,1740,981,3145,Travel,NC-17,0.99,1,2,25,6
382,2358,981,3809,Travel,NC-17,0.99,1,4,27,7
499,2374,981,3825,Travel,NC-17,0.99,2,4,27,7
29,2391,981,3842,Travel,NC-17,0.99,2,4,27,7
208,4489,981,5936,Travel,NC-17,0.99,1,1,27,7
98,5275,981,6722,Travel,NC-17,0.99,2,3,28,7
145,6379,981,7826,Travel,NC-17,0.99,1,5,30,7
486,7588,981,9035,Travel,NC-17,2.99,2,7,30,7
590,7675,981,9122,Travel,NC-17,0.99,2,7,30,7
305,8478,981,9925,Travel,NC-17,0.99,1,1,30,7
110,8788,981,10235,Travel,NC-17,0.99,2,2,31,8
92,9966,981,11413,Travel,NC-17,0.99,1,3,31,8
398,10825,981,12272,Travel,NC-17,0.99,1,5,33,8
329,11374,981,12821,Travel,NC-17,0.99,2,6,33,8
548,12736,981,14183,Travel,NC-17,0.99,1,1,33,8
537,13054,981,14501,Travel,NC-17,0.99,2,1,33,8
271,13166,981,14613,Travel,NC-17,0.99,1,1,33,8
589,13254,981,14701,Travel,NC-17,0.99,2,1,33,8
95,503,249,1732,Comedy,G,3.99,1,5,24,6
135,1846,249,3264,Comedy,G,5.99,2,3,25,6
593,2826,249,4277,Comedy,G,3.99,2,5,27,7
222,3199,249,4646,Comedy,G,4.99,2,6,27,7
219,4287,249,5734,Comedy,G,0.99,2,1,27,7
397,5320,249,6767,Comedy,G,2.99,1,3,28,7
372,5471,249,6918,Comedy,G,0.99,1,3,28,7
584,5503,249,6950,Comedy,G,0.99,1,3,30,7
48,6708,249,8155,Comedy,G,4.99,2,5,30,7
266,7214,249,8661,Comedy,G,0.99,1,6,30,7
555,8624,249,10071,Comedy,G,7.99,2,1,30,7
245,8700,249,10147,Comedy,G,5.99,1,1,30,7
14,9863,249,11310,Comedy,G,0.99,2,3,31,8
298,9961,249,11408,Comedy,G,0.99,2,3,31,8
232,10780,249,12227,Comedy,G,3.99,2,5,33,8
542,11368,249,12815,Comedy,G,0.99,2,6,33,8
338,12227,249,13674,Comedy,G,4.99,2,7,33,8
572,12237,249,13684,Comedy,G,5.99,2,7,33,8
360,13146,249,14593,Comedy,G,5.99,1,1,33,8
562,14447,249,15894,Comedy,G,1.99,1,3,34,8
541,14471,249,15918,Comedy,G,1.99,1,3,34,8
471,84,315,1254,Animation,R,0.99,2,4,24,6
470,206,315,1397,Animation,R,0.99,1,4,24,6
517,754,315,2015,Animation,R,0.99,1,6,24,6
561,1569,315,2947,Animation,R,4.99,2,2,25,6
161,3392,315,4839,Animation,R,0.99,2,6,27,7
395,4609,315,6056,Animation,R,4.99,2,2,28,7
6,5234,315,6681,Animation,R,4.99,1,3,28,7
336,5455,315,6902,Animation,R,0.99,1,3,28,7
530,5580,315,7027,Animation,R,3.99,1,4,30,7
136,7536,315,8983,Animation,R,6.99,1,7,30,7
543,8547,315,9994,Animation,R,0.99,2,1,30,7
569,9578,315,11025,Animation,R,1.99,2,3,31,8
278,9622,315,11069,Animation,R,3.99,2,3,31,8
35,9644,315,11091,Animation,R,0.99,2,3,31,8
81,10400,315,11847,Animation,R,1.99,2,4,33,8
406,11341,315,12788,Animation,R,0.99,1,3,7,2
41,11698,315,13145,Animation,R,6.99,2,6,33,8
349,12510,315,13957,Animation,R,1.99,1,7,33,8
410,12651,315,14098,Animation,R,1.99,2,1,33,8
272,12782,315,14229,Animation,R,0.99,2,1,33,8
594,576,628,1814,Documentary,NC-17,4.99,2,5,24,6
244,2511,628,3962,Documentary,NC-17,4.99,2,4,27,7
318,4492,628,5939,Documentary,NC-17,7.99,2,1,27,7
390,5578,628,7025,Documentary,NC-17,4.99,2,4,30,7
479,8213,628,9660,Documentary,NC-17,4.99,2,1,30,7
175,9107,628,10554,Documentary,NC-17,8.99,2,2,31,8
476,10320,628,11767,Documentary,NC-17,4.99,2,4,33,8
84,10807,628,12254,Documentary,NC-17,4.99,2,5,33,8
23,14340,628,15787,Documentary,NC-17,4.99,2,3,34,8
356,394,665,1610,Action,PG,2.99,2,5,24,6
130,1804,665,3216,Action,PG,3.99,1,3,25,6
8,2784,665,4235,Action,PG,2.99,1,5,27,7
520,3323,665,4770,Action,PG,2.99,2,6,27,7
521,4403,665,5850,Action,PG,3.99,2,1,27,7
127,6640,665,8087,Action,PG,2.99,2,5,30,7
429,6704,665,8151,Action,PG,2.99,1,5,30,7
566,6806,665,8253,Action,PG,2.99,1,6,30,7
389,7917,665,9364,Action,PG,2.99,2,7,30,7
504,9623,665,11070,Action,PG,2.99,2,3,31,8
